n,t,x,y
36,791,82,499
36,792,89,507
36,793,96,513
36,794,104,520
36,795,112,524
36,796,122,528
36,797,130,530
36,798,144,531
36,799,153,530
36,800,164,527
36,801,174,524
36,802,183,519
36,803,192,513
36,804,200,505
36,805,209,498
36,806,219,488
36,807,232,480
36,808,243,475
36,809,255,465
36,810,265,459
36,811,275,453
36,812,284,447
36,813,287,438
36,814,308,439
36,815,317,436
36,816,326,436
36,817,336,436
36,818,344,438
36,819,352,440
36,820,362,445
36,821,368,450
36,822,375,456
36,823,382,462
36,824,389,471
36,825,400,480
36,826,412,488
36,827,423,496
36,828,435,503
36,829,446,509
36,830,459,515
36,831,476,521
36,832,492,526
36,833,508,531
36,834,526,535
36,835,545,540
36,836,565,544
36,837,586,548
36,838,607,553
36,839,628,558
36,840,653,563
36,841,677,569
36,842,702,574
36,843,726,579
36,844,751,583
36,845,775,586
36,846,801,589
36,847,825,592
36,848,851,595
36,849,875,596
36,850,902,599
36,851,924,601
36,852,951,603
36,853,972,604
36,854,997,606
36,855,1019,607
36,856,1041,608
36,857,1063,607
36,858,1084,606
36,859,1103,604
36,860,1123,600
36,861,1140,597
36,862,1155,593
36,863,1170,587
36,864,1184,583
36,865,1195,578
36,866,1206,572
36,867,1214,566
36,868,1221,559
36,869,1227,552
36,870,1232,545
36,871,1235,538
36,872,1238,530
36,873,1238,521
36,874,1238,513
36,875,1237,504
36,876,1235,494
36,877,1232,485
36,878,1227,477
36,879,1223,469
36,880,1218,463
36,881,1211,457
36,882,1204,450
36,883,1196,444
36,884,1187,436
36,885,1177,429
36,886,1166,422
36,887,1154,416
36,888,1141,411
36,889,1127,406
36,890,1113,401
36,891,1097,397
36,892,1081,394
36,893,1065,392
36,894,1047,391
36,895,1028,391
36,896,1009,389
36,897,989,388
36,898,968,388
36,899,946,387
36,900,923,384
36,901,901,382
36,902,878,379
36,903,857,375
36,904,838,370
36,905,818,364
36,906,798,357
36,907,780,349
36,908,766,343
36,909,751,335
36,910,734,325
36,911,719,318
36,912,705,307
36,913,694,297
36,914,684,287
36,915,672,278
36,916,665,267
36,917,658,256
36,918,652,245
36,919,648,232
36,920,649,222
36,921,648,212
36,922,648,201
36,923,649,190
36,924,652,180
36,925,657,169
36,926,662,162
36,927,668,152
36,928,675,144
36,929,681,134
36,930,689,128
36,931,699,120
36,932,715,114
36,933,730,109
36,934,746,104
36,935,763,101
36,936,780,98
36,937,797,97
36,938,812,97
36,939,827,97
36,940,842,98
36,941,856,98
36,942,869,101
36,943,883,104
36,944,895,109
36,945,908,115
36,946,921,122
36,947,934,129
36,948,948,137
36,949,961,147
36,950,973,156
36,951,986,166
36,952,998,174
36,953,1012,181
36,954,1028,189
36,955,1043,195
36,956,1057,200
36,957,1070,203
36,958,1083,208
36,959,1095,209
36,960,1105,210
36,961,1115,209
36,962,1126,208
36,963,1135,204
36,964,1144,199
36,965,1153,194
36,966,1161,187
36,967,1168,180
36,968,1176,170
36,969,1185,160
36,970,1194,152
36,971,1204,145
36,972,1213,138
36,973,1223,131
36,974,1236,124
36,975,1248,118
36,976,1262,113
36,977,1270,108
37,810,711,141
37,811,690,133
37,812,701,125
37,813,712,117
37,814,725,110
37,815,737,105
37,816,753,101
37,817,768,98
37,818,785,95
37,819,804,97
37,820,823,99
37,821,838,101
37,822,852,103
37,823,861,103
37,824,873,104
37,825,882,107
37,826,896,112
37,827,907,118
37,828,920,124
37,829,934,138
37,830,949,150
37,831,966,162
37,832,980,169
37,833,994,174
37,834,1008,181
37,835,1014,182
37,836,1031,187
37,837,1039,189
37,838,1047,191
37,839,1055,193
37,840,1065,196
37,841,1072,198
37,842,1080,200
37,843,1088,201
37,844,1099,200
37,845,1109,198
37,846,1120,195
37,847,1131,192
37,848,1142,187
37,849,1154,181
37,850,1165,174
37,851,1177,166
37,852,1190,158
37,853,1205,149
37,854,1219,141
37,855,1234,133
37,856,1250,127
37,857,1262,122
37,858,1271,114
38,837,780,92
38,838,795,88
38,839,813,87
39,841,845,83
40,846,911,99
40,847,922,103
40,848,935,112
40,849,946,120
40,850,959,129
40,851,968,135
40,852,981,148
40,853,994,157
40,854,1009,167
40,855,1021,175
40,856,1037,184
40,857,1048,187
40,858,1065,194
40,859,1079,200
40,860,1092,202
40,861,1104,205
40,862,1115,206
40,863,1125,206
40,864,1138,204
40,865,1148,200
40,866,1158,195
40,867,1170,190
40,868,1179,182
40,869,1192,174
40,870,1203,167
40,871,1215,158
40,872,1228,151
41,874,1261,133
41,875,1273,129
41,876,1273,129
41,877,1273,129
41,878,1273,129
41,879,1273,129
41,880,1273,129
41,881,1273,129
41,882,1273,129
41,883,1273,129
41,884,1273,129
41,885,1273,129
41,886,1273,129
41,887,1273,129
41,888,1273,129
41,889,1273,129
41,890,1273,129
41,891,1273,129
41,892,1273,129
41,893,1273,129
41,894,1265,127
41,895,1273,122
42,906,725,143
42,907,735,135
42,908,746,129
42,909,756,122
42,910,766,116
42,911,776,111
42,912,789,107
42,913,799,104
42,914,808,102
42,915,820,100
42,916,841,103
42,917,857,103
42,918,872,106
42,919,884,106
42,920,900,108
42,921,910,110
42,922,921,115
42,923,927,119
42,924,937,125
42,925,947,132
42,926,957,141
42,927,966,149
42,928,976,159
42,929,983,169
42,930,991,174
42,931,1004,183
42,932,1017,192
42,933,1035,198
42,934,1048,203
42,935,1059,206
42,936,1071,209
42,937,1083,210
42,938,1094,212
42,939,1105,213
42,940,1114,214
42,941,1124,212
42,942,1131,208
42,943,1141,204
42,944,1148,199
42,945,1155,194
42,946,1162,187
42,947,1169,180
42,948,1176,170
42,949,1184,161
42,950,1192,152
42,951,1201,142
42,952,1212,139
42,953,1224,129
42,954,1237,116
42,955,1250,109
42,956,1265,102
42,957,1273,97
43,907,9,80
43,908,18,72
43,909,33,68
43,910,50,63
43,911,68,59
43,912,88,57
43,913,107,55
43,914,127,54
43,915,148,53
43,916,171,56
43,917,191,58
43,918,213,59
43,919,234,62
43,920,252,65
43,921,269,69
43,922,283,71
43,923,300,76
43,924,312,82
43,925,328,87
43,926,342,95
43,927,353,101
43,928,361,109
43,929,371,117
43,930,375,126
43,931,381,134
43,932,383,143
43,933,385,152
43,934,386,162
43,935,386,171
43,936,383,180
43,937,378,187
43,938,374,195
43,939,368,203
43,940,360,210
43,941,353,217
43,942,342,222
43,943,331,227
43,944,321,231
43,945,308,235
43,946,296,238
43,947,275,241
43,948,260,243
43,949,256,244
43,950,243,245
43,951,221,250
43,952,204,253
43,953,189,258
43,954,176,261
43,955,162,267
43,956,145,274
43,957,130,281
43,958,120,289
43,959,110,299
43,960,100,309
43,961,93,318
43,962,87,330
43,963,81,343
43,964,74,355
43,965,69,368
43,966,67,380
43,967,65,394
43,968,65,407
43,969,65,421
43,970,67,435
43,971,69,449
43,972,71,461
43,973,77,473
43,974,80,485
43,975,89,495
43,976,98,507
43,977,108,516
43,978,117,523
43,979,126,532
43,980,133,537
43,981,141,541
43,982,150,545
43,983,157,545
43,984,167,546
43,985,176,545
43,986,182,543
43,987,191,540
43,988,198,535
43,989,206,529
43,990,214,521
43,991,222,513
43,992,231,504
43,993,242,494
43,994,251,484
43,995,258,474
43,996,270,465
43,997,283,456
43,998,293,449
43,999,304,443
43,1000,315,436
43,1001,326,433
43,1002,337,429
43,1003,346,427
43,1004,357,427
43,1005,368,426
43,1006,380,428
43,1007,390,431
43,1008,402,435
43,1009,414,440
43,1010,424,446
43,1011,434,454
43,1012,443,463
43,1013,451,472
43,1014,463,483
43,1015,477,493
43,1016,490,504
43,1017,500,512
43,1018,511,520
43,1019,521,527
43,1020,535,534
43,1021,550,539
43,1022,567,546
43,1023,586,552
43,1024,602,556
43,1025,620,559
43,1026,638,561
43,1027,656,563
43,1028,674,564
43,1029,694,565
43,1030,714,565
43,1031,735,565
43,1032,757,565
43,1033,779,566
43,1034,800,567
43,1035,822,570
43,1036,845,573
43,1037,866,576
43,1038,886,581
43,1039,909,587
43,1040,932,592
43,1041,953,597
43,1042,973,600
43,1043,994,602
43,1044,1013,605
43,1045,1030,607
43,1046,1047,607
43,1047,1063,607
43,1048,1078,606
43,1049,1092,604
43,1050,1106,601
43,1051,1118,597
43,1052,1128,592
43,1053,1139,587
43,1054,1146,580
43,1055,1153,573
43,1056,1158,565
43,1057,1162,557
43,1058,1164,548
43,1059,1166,539
43,1060,1167,529
43,1061,1167,519
43,1062,1165,508
43,1063,1164,498
43,1064,1160,486
43,1065,1155,476
43,1066,1150,465
43,1067,1145,456
43,1068,1139,448
43,1069,1133,441
43,1070,1126,435
43,1071,1118,429
43,1072,1109,424
43,1073,1099,420
43,1074,1087,417
43,1075,1074,414
43,1076,1064,413
43,1077,1048,410
43,1078,1036,409
43,1079,1018,411
43,1080,1004,412
43,1081,986,413
43,1082,969,415
43,1083,950,416
43,1084,933,416
43,1085,912,416
43,1086,891,414
43,1087,872,411
43,1088,857,408
43,1089,839,404
43,1090,820,398
43,1091,803,392
43,1092,785,384
43,1093,769,376
43,1094,754,367
43,1095,741,357
43,1096,725,346
43,1097,712,334
43,1098,702,321
43,1099,692,308
43,1100,683,294
43,1101,676,281
43,1102,670,267
43,1103,662,253
43,1104,660,241
43,1105,658,227
43,1106,658,214
43,1107,659,203
43,1108,662,191
43,1109,665,175
43,1110,670,166
43,1111,675,157
43,1112,682,149
43,1113,690,138
43,1114,700,132
43,1115,711,124
43,1116,722,118
43,1117,735,112
43,1118,748,106
43,1119,763,102
43,1120,777,98
43,1121,794,97
43,1122,809,96
43,1123,827,96
43,1124,845,97
43,1125,862,100
43,1126,881,103
43,1127,899,107
43,1128,915,110
43,1129,930,116
43,1130,944,122
43,1131,957,129
43,1132,971,136
43,1133,983,144
43,1134,995,152
43,1135,1009,160
43,1136,1022,169
43,1137,1035,176
43,1138,1049,182
43,1139,1062,187
43,1140,1076,192
43,1141,1089,195
43,1142,1101,197
43,1143,1113,199
43,1144,1123,200
43,1145,1133,200
43,1146,1142,199
43,1147,1151,197
43,1148,1160,195
43,1149,1167,190
43,1150,1175,185
43,1151,1183,178
43,1152,1189,171
43,1153,1197,162
43,1154,1205,152
43,1155,1214,143
43,1156,1222,136
43,1157,1231,129
43,1158,1241,122
43,1159,1250,118
43,1160,1260,113
43,1161,1266,109
43,1162,1272,105
44,950,7,123
44,951,17,110
44,952,32,99
44,953,41,93
44,954,50,86
44,955,58,81
44,956,71,77
44,957,93,76
44,958,113,74
44,959,135,76
44,960,156,74
44,961,175,73
44,962,198,77
44,963,217,78
44,964,234,80
44,965,253,84
44,966,268,88
44,967,289,91
44,968,312,94
44,969,321,98
44,970,333,102
44,971,339,107
44,972,344,111
44,973,349,114
44,974,353,119
44,975,358,122
44,976,360,128
44,977,361,139
44,978,362,142
44,979,364,149
44,980,365,156
44,981,365,163
44,982,364,172
44,983,362,178
44,984,360,183
44,985,355,189
44,986,350,195
44,987,342,201
44,988,335,208
44,989,333,212
44,990,320,218
44,991,311,224
44,992,301,229
44,993,290,234
44,994,277,239
44,995,269,242
44,996,259,244
44,997,243,247
44,998,232,249
44,999,209,253
44,1000,193,257
44,1001,180,263
44,1002,171,272
44,1003,156,279
44,1004,140,286
44,1005,128,297
44,1006,113,305
44,1007,106,313
44,1008,100,324
44,1009,99,337
44,1010,87,348
44,1011,79,362
44,1012,77,376
44,1013,79,392
44,1014,78,408
44,1015,80,423
44,1016,80,439
44,1017,80,455
44,1018,87,471
44,1019,95,484
44,1020,103,496
44,1021,110,505
44,1022,119,515
44,1023,129,525
44,1024,137,532
44,1025,141,535
44,1026,146,537
44,1027,152,538
44,1028,154,534
44,1029,159,534
44,1030,167,532
44,1031,174,528
44,1032,183,524
44,1033,187,519
44,1034,198,514
44,1035,205,508
44,1036,215,500
44,1037,223,492
44,1038,230,483
44,1039,244,475
44,1040,253,470
44,1041,265,460
44,1042,277,454
44,1043,294,449
44,1044,307,447
44,1045,323,448
44,1046,333,447
44,1047,347,448
44,1048,358,448
44,1049,365,449
44,1050,377,450
44,1051,385,454
44,1052,397,461
44,1053,407,468
44,1054,420,476
44,1055,438,485
44,1056,450,495
44,1057,464,507
44,1058,476,514
44,1059,492,523
44,1060,509,531
44,1061,524,536
44,1062,537,540
44,1063,555,545
44,1064,577,552
44,1065,592,556
44,1066,614,559
44,1067,636,564
44,1068,658,567
44,1069,681,570
44,1070,704,574
44,1071,726,574
44,1072,747,576
44,1073,774,579
44,1074,797,584
44,1075,827,588
44,1076,855,592
44,1077,877,593
44,1078,899,595
44,1079,921,599
44,1080,945,602
44,1081,963,603
44,1082,982,603
44,1083,1000,604
44,1084,1018,605
44,1085,1036,608
44,1086,1050,608
44,1087,1063,606
44,1088,1079,603
44,1089,1092,597
44,1090,1102,593
44,1091,1118,588
44,1092,1131,582
44,1093,1144,577
44,1094,1155,570
44,1095,1163,563
44,1096,1174,553
44,1097,1180,546
44,1098,1188,537
44,1099,1192,529
44,1100,1197,520
44,1101,1199,512
44,1102,1200,506
44,1103,1201,497
44,1104,1199,487
44,1105,1199,478
44,1106,1197,473
44,1107,1194,462
44,1108,1190,452
44,1109,1185,444
44,1110,1178,433
44,1111,1170,426
44,1112,1161,416
44,1113,1153,409
44,1114,1145,405
44,1115,1133,403
44,1116,1124,398
44,1117,1114,397
44,1118,1102,393
44,1119,1089,393
44,1120,1077,394
44,1121,1064,395
44,1122,1052,397
44,1123,1037,399
44,1124,1024,402
44,1125,1010,406
44,1126,992,408
44,1127,974,411
44,1128,956,413
44,1129,939,414
44,1130,923,416
44,1131,903,413
44,1132,881,412
44,1133,863,409
44,1134,848,405
44,1135,830,402
44,1136,815,397
44,1137,800,393
44,1138,786,386
44,1139,773,379
44,1140,759,371
44,1141,747,363
44,1142,735,351
44,1143,724,342
44,1144,713,330
44,1145,705,318
44,1146,697,304
44,1147,689,289
44,1148,683,275
44,1149,679,259
44,1150,679,240
44,1151,678,229
44,1152,677,218
44,1153,682,206
44,1154,686,193
44,1155,690,184
44,1156,694,174
44,1157,697,165
44,1158,700,155
44,1159,707,147
44,1160,712,138
44,1161,730,126
44,1162,740,118
44,1163,751,114
44,1164,762,108
44,1165,778,106
44,1166,790,103
44,1167,800,101
44,1168,815,101
44,1169,830,105
44,1170,841,105
44,1171,857,108
44,1172,874,110
44,1173,891,113
44,1174,907,119
44,1175,922,124
44,1176,937,130
44,1177,948,142
44,1178,959,146
44,1179,970,153
44,1180,981,159
44,1181,994,169
44,1182,1006,178
44,1183,1017,187
44,1184,1031,193
44,1185,1043,198
44,1186,1056,201
44,1187,1065,202
44,1188,1077,201
44,1189,1088,202
44,1190,1096,202
44,1191,1104,200
44,1192,1111,199
44,1193,1118,197
44,1194,1128,194
44,1195,1138,190
44,1196,1145,185
44,1197,1152,178
44,1198,1163,170
44,1199,1171,162
44,1200,1182,153
44,1201,1193,149
44,1202,1209,143
44,1203,1223,132
44,1204,1237,124
44,1205,1250,118
44,1206,1257,113
44,1207,1264,108
44,1208,1271,104
45,1035,13,112
45,1036,24,104
45,1037,32,94
45,1038,44,89
45,1039,63,86
45,1040,90,84
45,1041,115,85
45,1042,141,87
45,1043,169,90
45,1044,195,92
45,1045,213,94
45,1046,232,95
45,1047,248,98
45,1048,262,99
45,1049,273,101
45,1050,290,102
45,1051,302,103
45,1052,313,102
45,1053,327,110
45,1054,338,111
45,1055,347,114
45,1056,353,97
45,1057,362,101
45,1058,369,106
45,1059,378,112
45,1060,381,119
45,1061,383,126
45,1062,391,132
45,1063,392,139
45,1064,392,145
45,1065,394,152
45,1066,391,161
45,1067,387,168
45,1068,381,175
45,1069,377,183
45,1070,372,189
45,1071,363,193
45,1072,359,200
45,1073,350,205
45,1074,339,211
45,1075,329,215
45,1076,316,220
45,1077,300,224
45,1078,291,227
45,1079,279,230
45,1080,263,231
45,1081,252,234
45,1082,232,237
45,1083,216,240
45,1084,203,244
45,1085,186,249
45,1086,173,256
45,1087,160,262
45,1088,146,270
45,1089,135,278
45,1090,124,286
45,1091,116,296
45,1092,109,306
45,1093,102,317
45,1094,97,328
45,1095,93,342
45,1096,86,367
45,1097,85,378
45,1098,86,394
45,1099,90,407
45,1100,94,419
45,1101,97,431
45,1102,100,441
45,1103,102,451
45,1104,107,460
45,1105,117,470
45,1106,123,477
45,1107,130,484
45,1108,135,490
45,1109,140,493
45,1110,148,498
45,1111,158,502
45,1112,166,503
45,1113,172,505
45,1114,178,507
45,1115,184,507
45,1116,187,507
45,1117,192,506
45,1118,197,503
45,1119,201,500
45,1120,207,496
45,1121,218,491
45,1122,230,485
45,1123,241,480
45,1124,264,473
45,1125,276,467
45,1126,285,463
45,1127,291,459
45,1128,322,459
45,1129,343,462
45,1130,362,470
45,1131,370,474
45,1132,382,476
45,1133,390,480
45,1134,400,483
45,1135,408,486
45,1136,421,492
45,1137,433,499
45,1138,446,505
45,1139,463,514
45,1140,483,521
45,1141,500,529
45,1142,515,535
45,1143,527,539
45,1144,539,541
45,1145,554,544
45,1146,569,547
45,1147,589,551
45,1148,609,557
45,1149,629,563
45,1150,653,566
45,1151,674,569
45,1152,700,572
45,1153,717,575
45,1154,738,577
45,1155,759,579
45,1156,787,580
45,1157,811,585
45,1158,839,591
45,1159,863,596
45,1160,879,597
45,1161,903,603
45,1162,928,610
45,1163,947,613
45,1164,966,615
45,1165,984,615
45,1166,1003,615
45,1167,1020,614
45,1168,1039,616
45,1169,1057,615
45,1170,1069,616
45,1171,1083,616
45,1172,1095,616
45,1173,1105,617
45,1174,1118,614
45,1175,1128,614
45,1176,1139,611
45,1177,1149,608
45,1178,1159,602
45,1179,1167,597
45,1180,1173,590
45,1181,1180,581
45,1182,1184,574
45,1183,1188,564
45,1184,1191,553
45,1185,1192,544
45,1186,1192,522
45,1187,1193,522
45,1188,1189,503
45,1189,1188,494
45,1190,1182,486
45,1191,1179,481
45,1192,1174,475
45,1193,1169,470
45,1194,1163,462
45,1195,1159,456
45,1196,1144,450
45,1197,1135,442
45,1198,1125,437
45,1199,1120,430
45,1200,1098,426
45,1201,1095,422
45,1202,1081,418
45,1203,1061,416
45,1204,1047,415
45,1205,1031,413
45,1206,1011,413
45,1207,1001,413
45,1208,977,413
45,1209,958,413
45,1210,935,415
45,1211,913,415
45,1212,890,412
45,1213,871,408
45,1214,855,405
45,1215,837,401
45,1216,821,394
45,1217,805,389
45,1218,789,383
45,1219,773,376
45,1220,756,380
45,1221,740,372
45,1222,726,362
45,1223,713,352
45,1224,701,341
45,1225,691,330
45,1226,685,319
45,1227,678,309
45,1228,670,297
45,1229,665,286
45,1230,661,274
45,1231,658,261
45,1232,658,249
45,1233,655,235
45,1234,658,224
45,1235,659,211
45,1236,663,198
45,1237,666,184
45,1238,671,172
45,1239,677,160
45,1240,692,147
45,1241,701,135
45,1242,709,127
45,1243,731,118
45,1244,740,111
45,1245,750,106
45,1246,769,102
45,1247,785,98
45,1248,803,96
45,1249,819,99
45,1250,833,100
45,1251,847,100
45,1252,857,100
45,1253,868,101
45,1254,878,104
45,1255,888,108
45,1256,900,111
45,1257,909,118
45,1258,919,123
45,1259,938,140
45,1260,950,149
45,1261,967,161
45,1262,980,165
45,1263,996,172
45,1264,1009,178
45,1265,1020,179
45,1266,1032,183
45,1267,1041,185
45,1268,1053,187
45,1269,1063,185
45,1270,1074,187
45,1271,1083,194
45,1272,1091,197
45,1273,1103,197
45,1274,1115,196
45,1275,1127,193
45,1276,1142,190
45,1277,1153,185
45,1278,1163,179
45,1279,1173,172
45,1280,1185,164
45,1281,1197,156
45,1282,1208,148
45,1283,1222,138
45,1284,1236,130
45,1285,1249,122
45,1286,1261,115
45,1287,1268,109
46,1056,359,134
46,1057,365,136
46,1058,365,136
47,1058,13,74
47,1059,24,65
47,1060,53,63
47,1061,73,61
48,1067,213,59
48,1068,235,64
48,1069,252,65
48,1070,270,69
48,1071,285,73
48,1072,302,77
48,1073,317,81
48,1074,335,87
48,1075,348,93
48,1076,357,98
48,1077,368,106
48,1078,375,113
48,1079,382,122
48,1080,386,130
48,1081,390,139
48,1082,393,147
48,1083,394,154
48,1084,394,165
48,1085,391,172
48,1086,386,178
48,1087,381,186
48,1088,375,193
48,1089,369,199
48,1090,363,206
48,1091,353,214
48,1092,342,218
48,1093,336,221
48,1094,313,224
48,1095,297,224
48,1096,282,225
48,1097,267,226
48,1098,279,237
48,1099,264,241
48,1100,264,241
48,1101,264,241
48,1102,264,241
48,1103,264,241
49,1085,8,65
49,1086,16,61
49,1087,23,58
49,1088,31,58
49,1089,50,59
49,1090,67,59
49,1091,86,60
49,1092,105,60
49,1093,124,61
49,1094,143,62
49,1095,162,63
49,1096,181,64
49,1097,201,66
49,1098,221,68
49,1099,240,71
49,1100,257,75
49,1101,274,78
49,1102,288,82
49,1103,302,88
49,1104,315,92
49,1105,328,97
49,1106,340,104
49,1107,348,108
49,1108,354,113
49,1109,362,117
49,1110,368,123
49,1111,372,128
49,1112,376,134
49,1113,378,140
49,1114,378,146
49,1115,377,153
49,1116,375,161
49,1117,372,167
49,1118,367,173
49,1119,361,180
49,1120,354,186
49,1121,345,190
49,1122,335,197
49,1123,325,202
49,1124,314,207
49,1125,301,211
49,1126,288,215
49,1127,274,218
49,1128,260,221
49,1129,245,223
49,1130,229,226
49,1131,214,229
49,1132,199,234
49,1133,185,238
49,1134,171,244
49,1135,164,250
49,1136,147,257
49,1137,136,265
49,1138,127,274
49,1139,118,283
49,1140,110,296
49,1141,103,307
49,1142,96,319
49,1143,92,331
49,1144,84,343
49,1145,77,356
49,1146,72,370
49,1147,66,383
49,1148,64,396
49,1149,67,410
49,1150,68,425
49,1151,69,439
49,1152,69,453
49,1153,70,466
49,1154,70,478
49,1155,73,487
49,1156,79,497
49,1157,82,505
49,1158,87,512
49,1159,92,518
49,1160,99,524
49,1161,105,528
49,1162,112,531
49,1163,120,534
49,1164,127,536
49,1165,136,536
49,1166,144,536
49,1167,152,535
49,1168,162,532
49,1169,171,529
49,1170,180,524
49,1171,188,518
49,1172,197,512
49,1173,205,504
49,1174,212,496
49,1175,218,487
49,1176,227,478
49,1177,239,471
49,1178,249,465
49,1179,257,457
49,1180,266,451
49,1181,275,443
49,1182,282,439
49,1183,292,433
49,1184,301,429
49,1185,312,426
49,1186,323,423
49,1187,334,422
49,1188,342,421
49,1189,352,422
49,1190,362,424
49,1191,375,427
49,1192,385,432
49,1193,396,435
49,1194,406,441
49,1195,418,447
49,1196,426,453
49,1197,436,461
49,1198,446,470
49,1199,457,480
49,1200,468,489
49,1201,480,498
49,1202,493,509
49,1203,506,517
49,1204,520,525
49,1205,534,533
49,1206,550,540
49,1207,566,548
49,1208,582,553
49,1209,598,559
49,1210,618,563
49,1211,636,567
49,1212,656,570
49,1213,675,572
49,1214,694,573
49,1215,713,574
49,1216,735,575
49,1217,756,576
49,1218,777,578
49,1219,799,579
49,1220,821,582
49,1221,843,585
49,1222,865,589
49,1223,887,593
49,1224,908,598
49,1225,929,602
49,1226,951,607
49,1227,971,610
49,1228,993,612
49,1229,1013,613
49,1230,1035,615
49,1231,1053,615
49,1232,1072,615
49,1233,1089,614
49,1234,1105,613
49,1235,1121,610
49,1236,1135,607
49,1237,1149,602
49,1238,1163,596
49,1239,1175,590
49,1240,1185,582
49,1241,1194,574
49,1242,1201,566
49,1243,1208,557
49,1244,1213,549
49,1245,1217,541
49,1246,1220,533
49,1247,1222,525
49,1248,1222,517
49,1249,1221,508
49,1250,1220,500
49,1251,1216,491
49,1252,1212,483
49,1253,1206,475
49,1254,1200,467
49,1255,1193,458
49,1256,1184,451
49,1257,1174,444
49,1258,1164,437
49,1259,1153,431
49,1260,1141,426
49,1261,1128,422
49,1262,1114,419
49,1263,1100,417
49,1264,1085,416
49,1265,1069,415
49,1266,1054,415
49,1267,1037,416
49,1268,1020,418
49,1269,1002,419
49,1270,982,420
49,1271,963,420
49,1272,945,419
49,1273,927,417
49,1274,907,415
49,1275,888,411
49,1276,869,407
49,1277,850,400
49,1278,831,392
49,1279,814,385
49,1280,797,376
49,1281,780,366
49,1282,765,356
49,1283,750,346
49,1284,735,335
49,1285,723,325
49,1286,712,315
49,1287,702,304
49,1288,693,293
49,1289,685,283
49,1290,678,272
49,1291,673,261
49,1292,668,249
49,1293,664,236
49,1294,662,225
49,1295,661,215
49,1296,662,204
49,1297,663,193
49,1298,664,181
49,1299,669,171
49,1300,672,160
49,1301,678,151
49,1302,685,142
49,1303,691,134
49,1304,700,126
49,1305,710,120
49,1306,721,113
49,1307,732,108
49,1308,743,104
49,1309,756,100
49,1310,769,97
49,1311,783,95
49,1312,798,94
49,1313,813,94
49,1314,830,94
49,1315,846,95
49,1316,863,96
49,1317,882,99
49,1318,900,102
49,1319,917,107
49,1320,933,112
49,1321,947,117
49,1322,962,124
49,1323,975,131
49,1324,987,137
49,1325,999,146
49,1326,1010,154
49,1327,1021,162
49,1328,1032,170
49,1329,1042,177
49,1330,1053,184
49,1331,1065,191
49,1332,1076,195
49,1333,1087,199
49,1334,1099,202
49,1335,1111,204
49,1336,1122,205
49,1337,1133,205
49,1338,1143,205
49,1339,1153,203
49,1340,1163,201
49,1341,1171,198
49,1342,1180,194
49,1343,1189,189
49,1344,1199,184
49,1345,1209,177
49,1346,1220,170
49,1347,1228,162
49,1348,1238,154
49,1349,1247,146
49,1350,1257,139
49,1351,1264,130
49,1352,1270,123
49,1353,1275,116
49,1354,1275,116
49,1355,1275,116
49,1356,1275,116
49,1357,1275,116
49,1358,1275,116
49,1359,1275,116
49,1360,1275,116
49,1361,1270,114
50,1098,250,229
50,1099,235,232
50,1100,233,241
50,1101,219,246
50,1102,202,252
50,1103,190,259
50,1104,173,268
50,1105,161,277
50,1106,147,286
50,1107,137,294
50,1108,137,294
50,1109,126,326
50,1110,121,341
50,1111,110,354
50,1112,101,369
50,1113,98,384
50,1114,93,396
50,1115,92,408
50,1116,89,420
50,1117,89,431
50,1118,89,442
50,1119,91,451
50,1120,89,460
50,1121,94,471
50,1122,95,479
50,1123,100,486
50,1124,111,492
50,1125,119,497
50,1126,128,501
50,1127,137,505
50,1128,146,506
50,1129,153,507
50,1130,163,506
50,1131,169,506
50,1132,174,504
50,1133,181,502
50,1134,190,498
50,1135,201,495
50,1136,212,491
50,1137,224,487
50,1138,235,484
50,1139,248,480
50,1140,259,475
50,1141,273,472
50,1142,287,470
50,1143,288,467
50,1144,304,464
50,1145,307,459
50,1146,313,453
50,1147,311,448
50,1148,309,443
50,1149,307,437
50,1150,304,431
50,1151,303,425
50,1152,301,418
50,1153,300,413
50,1154,301,408
50,1155,303,403
50,1156,303,401
50,1157,303,399
50,1158,303,397
50,1159,302,397
50,1160,302,397
50,1161,302,398
50,1162,300,399
50,1163,300,399
50,1164,300,400
50,1165,300,401
50,1166,300,402
50,1167,299,402
50,1168,299,402
50,1169,299,402
50,1170,299,402
50,1171,298,402
50,1172,298,402
50,1173,299,403
50,1174,299,403
50,1175,299,403
50,1176,299,403
50,1177,299,403
50,1178,299,402
50,1179,300,401
50,1180,300,400
50,1181,301,399
50,1182,302,397
50,1183,304,394
50,1184,306,392
50,1185,309,388
50,1186,309,385
50,1187,310,381
50,1188,310,377
50,1189,307,374
50,1190,307,372
50,1191,307,369
50,1192,306,367
50,1193,307,367
50,1194,308,367
50,1195,307,369
50,1196,307,372
50,1197,310,377
50,1198,311,382
50,1199,310,387
50,1200,312,392
50,1201,319,397
50,1202,326,403
50,1203,333,409
50,1204,341,415
50,1205,348,422
50,1206,358,429
50,1207,368,437
50,1208,379,446
50,1209,389,456
50,1210,402,465
50,1211,411,473
50,1212,425,482
50,1213,438,491
50,1214,453,500
50,1215,466,507
50,1216,482,514
50,1217,498,521
50,1218,514,525
50,1219,531,530
50,1220,555,535
50,1221,573,538
50,1222,593,539
50,1223,612,541
50,1224,632,541
50,1225,652,541
50,1226,676,542
